id,area,creationYear,lastRenovationYear,buildingType,isFurnished,roomsCount
503,83,2003,1995,clear-thinking,true,503
504,53,2001,2000,hub,true,504
505,79,2005,2010,web-enabled,false,505
506,26,2012,1991,Virtual,false,506
507,5,2000,2010,scalable,false,507
508,33,1998,2000,full-range,true,508
509,1,1992,1994,actuating,true,509
510,54,1995,2002,Right-sized,false,510
511,2,1993,1996,conglomeration,false,511
512,16,2011,1992,upward-trending,false,512
513,85,1997,1992,discrete,false,513
514,12,1993,1988,clear-thinking,false,514
515,34,2013,1993,portal,false,515
516,72,2002,2011,4th generation,true,516
517,3,1992,1999,Phased,false,517
518,53,1993,2010,Managed,false,518
519,22,2010,1993,client-server,false,519
520,7,2004,2008,access,true,520
521,85,2011,2003,even-keeled,true,521
522,62,2003,1998,web-enabled,true,522
523,73,1992,2009,service-desk,true,523
524,8,2008,1997,implementation,false,524
525,81,2009,1966,object-oriented,false,525
526,93,1993,1989,24 hour,true,526
527,25,2001,2006,value-added,true,527
528,81,2002,1994,Synchronised,false,528
529,98,2008,1994,algorithm,false,529
530,100,2003,2007,policy,true,530
531,81,2013,2005,exuding,false,531
532,22,2002,2006,Public-key,false,532
533,24,2008,2005,Innovative,true,533
534,57,1965,2004,methodology,true,534
535,53,2004,2006,tangible,false,535
536,47,2009,2003,local,true,536
537,46,1999,1986,impactful,true,537
538,67,1996,2004,Streamlined,false,538
539,2,2002,1996,Fundamental,false,539
540,19,2009,2011,Multi-lateral,true,540
541,56,1998,2005,Ameliorated,true,541
542,77,2009,1998,Balanced,false,542
543,78,1997,1999,Phased,true,543
544,85,2010,2007,Synergistic,false,544
545,55,1994,2005,tertiary,true,545
546,58,2004,1991,firmware,true,546
547,51,2011,2000,Managed,true,547
548,76,1992,2006,Total,true,548
549,64,2006,1993,uniform,true,549
550,94,2001,2007,help-desk,false,550
551,12,2008,2006,concept,false,551
552,82,1996,2003,Expanded,true,552
553,6,2000,2011,portal,false,553
554,30,1994,1985,Cloned,false,554
555,50,1992,2009,Secured,false,555
556,23,2007,2005,encryption,true,556
557,49,1994,1988,foreground,false,557
558,85,1985,1999,encryption,true,558
559,11,2007,2011,Switchable,true,559
560,28,2009,1998,Diverse,false,560
561,14,1993,2010,full-range,true,561
562,88,2002,2003,contingency,true,562
563,26,2012,2011,Stand-alone,false,563
564,80,2011,1994,Exclusive,false,564
565,17,2008,2002,Expanded,true,565
566,84,1992,2008,client-driven,false,566
567,87,1994,2000,Profound,true,567
568,100,2011,2009,Self-enabling,true,568
569,46,1989,2002,groupware,false,569
570,59,2001,2009,system engine,false,570
571,19,1998,2005,Phased,false,571
572,10,1998,2009,service-desk,true,572
573,7,2009,2003,Sharable,true,573
574,90,1990,1984,superstructure,false,574
575,70,2011,2010,Adaptive,true,575
576,91,2012,2009,artificial intelligence,false,576
577,37,1995,1994,infrastructure,false,577
578,58,1989,2000,application,false,578
579,100,2007,1992,budgetary management,false,579
580,46,1993,2009,complexity,false,580
581,6,2005,2012,application,true,581
582,37,2013,2004,Extended,true,582
583,36,2009,2012,Down-sized,true,583
584,19,2006,2011,Assimilated,true,584
585,17,2007,1997,Enterprise-wide,true,585
586,19,1993,1988,structure,false,586
587,43,2002,1999,product,true,587
588,79,2008,2003,Pre-emptive,true,588
589,38,1996,1992,portal,false,589
590,88,2009,2012,Enhanced,false,590
591,38,1996,2012,Versatile,true,591
592,99,2010,2009,analyzing,false,592
593,34,1997,2006,Synergized,true,593
594,10,2008,2008,extranet,false,594
595,82,1983,1967,zero defect,false,595
596,80,2004,2007,needs-based,false,596
597,18,2000,2002,Customer-focused,true,597
598,52,2006,2008,protocol,true,598
599,76,2001,2010,groupware,false,599
600,83,2013,2009,time-frame,true,600
601,8,2004,1997,Cloned,false,601
602,40,1993,1987,forecast,false,602
603,99,2005,2005,Progressive,false,603
604,41,2008,2011,Future-proofed,false,604
605,27,1996,2012,executive,false,605
606,23,2000,2000,access,true,606
607,24,2001,2002,groupware,true,607
608,44,1995,2008,client-server,false,608
609,70,2003,2004,Extended,true,609
610,93,2003,2005,Progressive,false,610
611,62,2001,2003,Distributed,true,611
612,20,1987,2011,matrices,false,612
613,81,1998,1994,methodology,false,613
614,29,2011,1993,functionalities,true,614
615,67,2009,1998,value-added,true,615
616,48,1993,1990,hardware,true,616
617,29,2011,1994,composite,false,617
618,2,1984,2006,superstructure,false,618
619,50,2006,2004,directional,true,619
620,70,2002,1992,open architecture,false,620
621,45,2003,2001,moratorium,true,621
622,1,1992,1994,Cross-platform,true,622
623,57,1997,1987,approach,true,623
624,64,2009,2002,asynchronous,true,624
625,7,2002,1970,Digitized,false,625
626,50,2002,1994,well-modulated,false,626
627,17,1994,2008,attitude,false,627
628,42,2000,2009,systematic,false,628
629,99,2011,1994,protocol,true,629
630,42,1992,1995,heuristic,false,630
631,7,2010,1987,homogeneous,true,631
632,55,2004,2006,dynamic,false,632
633,45,2001,1997,Graphical User Interface,false,633
634,36,1995,2000,Triple-buffered,false,634
635,88,2008,2002,Expanded,true,635
636,24,2011,1991,collaboration,true,636
637,79,2004,2007,application,true,637
638,81,1996,2002,secondary,true,638
639,19,2011,2008,conglomeration,true,639
640,1,1994,2007,Up-sized,true,640
641,13,2007,1991,toolset,true,641
642,80,2000,2004,application,false,642
643,98,2007,2003,needs-based,true,643
644,72,2004,2002,Secured,false,644
645,53,2009,2000,website,false,645
646,48,2004,1992,internet solution,true,646
647,27,2012,2006,superstructure,false,647
648,9,2005,1988,User-centric,false,648
649,86,2009,1988,Pre-emptive,true,649
650,9,1986,2000,zero tolerance,false,650
651,88,2012,1992,Re-contextualized,true,651
652,14,1991,1998,Customizable,false,652
653,43,2005,1986,Switchable,true,653
654,32,2009,2008,migration,true,654
655,93,2013,1994,Total,true,655
656,85,2001,1992,conglomeration,false,656
657,9,1995,1999,hybrid,true,657
658,60,1996,1998,Operative,false,658
659,89,1995,2001,methodology,false,659
660,30,2009,2010,stable,false,660
661,99,2007,1998,incremental,true,661
662,79,2002,2006,incremental,true,662
663,40,2008,2010,encompassing,false,663
664,86,2005,2004,Customer-focused,true,664
665,70,2010,1991,multi-state,false,665
666,54,2009,2003,policy,false,666
667,20,1996,1992,artificial intelligence,false,667
668,40,1996,1994,benchmark,false,668
669,11,2005,2003,4th generation,false,669
670,19,2003,1996,algorithm,true,670
671,71,2004,2003,object-oriented,false,671
672,45,2006,1994,Progressive,false,672
673,6,1999,2007,context-sensitive,true,673
674,66,2003,2005,Persevering,true,674
675,16,2007,2012,Optimized,false,675
676,38,2010,2004,Monitored,true,676
677,3,1998,2007,time-frame,false,677
678,11,2010,2010,access,false,678
679,4,2000,1999,budgetary management,true,679
680,50,2008,2009,Polarised,false,680
681,69,2007,1992,frame,true,681
682,14,2001,2006,flexibility,true,682
683,50,2000,2008,Centralized,true,683
684,18,1998,2002,multi-tasking,false,684
685,13,2003,2003,policy,false,685
686,38,1986,2007,collaboration,false,686
687,89,1990,1994,homogeneous,false,687
688,40,1997,1993,User-friendly,false,688
689,11,1996,2006,local,false,689
690,52,2012,2003,homogeneous,true,690
691,48,1992,2002,circuit,true,691
692,40,1998,2007,Open-source,false,692
693,32,1996,2010,contextually-based,true,693
694,55,2008,2005,human-resource,false,694
695,1,1990,1989,homogeneous,false,695
696,16,1986,2008,orchestration,false,696
697,16,1997,2008,methodical,true,697
698,28,2011,1992,concept,true,698
699,49,1992,1999,Grass-roots,false,699
700,93,1992,2004,matrices,false,700
701,91,2006,1999,dedicated,false,701
702,41,1998,1992,Synergized,true,702
703,94,2010,2005,Focused,false,703
704,45,2001,1980,Down-sized,false,704
705,7,2000,2009,projection,false,705
706,81,1996,2000,multimedia,true,706
707,18,1996,1990,ability,true,707
708,15,2005,2009,Stand-alone,true,708
709,41,1996,1999,Multi-lateral,true,709
710,27,2012,1992,Customer-focused,false,710
711,66,2008,2003,local,false,711
712,40,2007,1998,Assimilated,false,712
713,41,2005,2010,web-enabled,true,713
714,86,2008,1996,disintermediate,true,714
715,98,2005,2001,Synergized,false,715
716,46,2006,2005,client-server,false,716
717,92,1991,1999,Extended,false,717
718,88,2007,1993,support,false,718
719,85,2001,1987,Realigned,false,719
720,74,1996,2009,Multi-channelled,true,720
721,65,1988,1996,Synchronised,false,721
722,97,2009,2004,focus group,false,722
723,55,2009,2008,human-resource,true,723
724,55,1991,1990,Open-source,true,724
725,7,1998,2007,Synchronised,true,725
726,12,2002,2010,asymmetric,true,726
727,55,2004,1996,Integrated,true,727
728,64,2008,2011,Open-source,true,728
729,99,2007,1993,forecast,true,729
730,84,2002,1984,Pre-emptive,false,730
731,2,1985,1994,Intuitive,true,731
732,46,2011,2000,De-engineered,true,732
733,40,1993,2003,algorithm,true,733
734,34,1992,2007,circuit,true,734
735,61,2003,2006,knowledge user,true,735
736,34,1993,2006,Fundamental,false,736
737,1,2012,2002,Business-focused,true,737
738,85,2013,2012,knowledge user,true,738
739,81,2000,2003,Centralized,false,739
740,55,1967,2006,disintermediate,false,740
741,37,2006,1998,Synergistic,false,741
742,61,1988,2001,actuating,false,742
743,38,2012,1997,optimizing,true,743
744,76,2007,1992,Adaptive,false,744
745,85,1972,1993,Fully-configurable,true,745
746,81,2011,2005,systemic,false,746
747,54,2005,2005,definition,false,747
748,10,1978,2000,Decentralized,true,748
749,59,1986,1997,Proactive,false,749
750,41,1986,2010,human-resource,false,750
751,38,2008,1990,hub,true,751
752,52,2008,1988,value-added,true,752
753,69,2006,2003,bifurcated,true,753
754,29,1995,1997,uniform,false,754
755,81,1995,2006,Team-oriented,false,755
756,55,2002,1999,Open-architected,false,756
757,3,2006,2010,scalable,false,757
758,44,1994,1993,holistic,false,758
759,26,1998,2005,Grass-roots,false,759
760,14,2011,1997,demand-driven,true,760
761,63,1987,2008,focus group,false,761
762,9,2007,1991,info-mediaries,true,762
763,100,2011,1997,utilisation,true,763
764,85,2010,2006,Polarised,true,764
765,79,1993,2002,Expanded,false,765
766,1,1996,1993,multimedia,true,766
767,18,1995,1978,attitude-oriented,false,767
768,60,2007,2011,portal,true,768
769,85,1968,1986,empowering,false,769
770,98,2006,2007,Digitized,false,770
771,22,2010,1993,attitude,false,771
772,44,1993,2011,directional,false,772
773,38,1998,2001,24/7,false,773
774,8,2007,1995,matrix,false,774
775,8,2001,2012,Pre-emptive,true,775
776,54,1997,2004,Realigned,true,776
777,95,2010,1997,eco-centric,true,777
778,33,1995,1999,radical,true,778
779,86,2012,2005,task-force,false,779
780,13,2002,2009,Object-based,false,780
781,35,1999,2006,Reactive,false,781
782,82,2012,2010,Synergized,false,782
783,96,2009,1997,dynamic,true,783
784,84,2007,1992,systematic,false,784
785,43,1996,1996,solution-oriented,false,785
786,73,2010,2001,composite,false,786
787,36,1999,1990,analyzing,false,787
788,56,2013,2006,throughput,false,788
789,32,1994,2007,human-resource,true,789
790,91,2006,2004,database,true,790
791,38,1998,1992,Graphical User Interface,false,791
792,53,1998,2008,paradigm,true,792
793,76,2009,2003,flexibility,true,793
794,77,2002,1998,Object-based,false,794
795,44,2010,1953,Innovative,false,795
796,96,1987,2000,non-volatile,true,796
797,11,1998,1998,systematic,false,797
798,25,1991,1987,analyzing,true,798
799,25,2011,1988,Reverse-engineered,false,799
800,12,2011,2002,Focused,false,800
801,11,1969,1989,6th generation,false,801
802,11,1986,2000,web-enabled,false,802
803,26,2008,2008,solution,true,803
804,48,1992,2001,Fundamental,true,804
805,32,2008,2010,Ergonomic,false,805
806,17,1988,2000,even-keeled,true,806
807,4,2012,2006,analyzer,false,807
808,48,1988,2009,coherent,true,808
809,37,2009,2004,synergy,false,809
810,99,1985,1984,extranet,true,810
811,85,1989,2001,utilisation,false,811
812,79,1992,1997,maximized,false,812
813,39,1993,1994,Virtual,false,813
814,69,1994,1997,analyzing,true,814
815,92,1999,1996,regional,false,815
816,83,2002,1994,asynchronous,true,816
817,99,1995,1993,analyzing,false,817
818,26,1985,1997,portal,true,818
819,26,1989,2004,Compatible,false,819
820,84,2001,2007,Graphical User Interface,true,820
821,85,1992,2001,Cross-group,false,821
822,46,2005,2008,Virtual,true,822
823,24,1993,2008,Seamless,true,823
824,77,2002,2006,migration,false,824
825,9,1998,2006,client-server,false,825
826,50,1993,2012,Open-architected,true,826
827,64,2011,1958,approach,true,827
828,6,1998,2012,asynchronous,false,828
829,32,2005,2007,asymmetric,true,829
830,35,2007,1993,bifurcated,false,830
831,93,1989,1995,product,false,831
832,58,2008,2004,Exclusive,true,832
833,62,1998,2002,matrices,true,833
834,43,1995,2009,core,true,834
835,69,2004,1999,local,false,835
836,4,1999,1985,help-desk,false,836
837,31,1987,1993,orchestration,false,837
838,6,1992,1990,Streamlined,false,838
839,57,2005,2009,cohesive,false,839
840,16,1998,2012,eco-centric,false,840
841,98,1998,2002,eco-centric,true,841
842,28,1992,2012,system engine,false,842
843,81,2008,2012,Realigned,true,843
844,16,1998,2003,Ergonomic,false,844
845,97,1987,1993,Profit-focused,false,845
846,31,1998,1995,regional,false,846
847,2,1994,1994,support,false,847
848,4,1985,1994,User-centric,true,848
849,81,2001,1994,zero tolerance,false,849
850,47,2012,1984,Team-oriented,false,850
851,13,1998,2000,upward-trending,false,851
852,56,2012,1992,background,true,852
853,55,1999,2001,Customizable,true,853
854,21,2005,2011,maximized,true,854
855,67,1988,2001,responsive,true,855
856,93,2010,2012,Graphic Interface,false,856
857,61,2006,2005,optimizing,true,857
858,82,2000,2009,Profit-focused,false,858
859,34,1993,1998,Decentralized,true,859
860,77,2004,1998,functionalities,false,860
861,50,2008,2009,Streamlined,true,861
862,59,2003,2011,Optional,true,862
863,71,1994,2003,interface,true,863
864,32,2009,2003,installation,false,864
865,65,2004,1996,leverage,true,865
866,48,2001,1987,Synergized,true,866
867,79,2005,1994,conglomeration,false,867
868,15,2005,2011,De-engineered,false,868
869,90,2006,2006,Automated,true,869
870,100,1999,2009,asymmetric,true,870
871,42,2010,2009,Organized,false,871
872,87,2012,2007,artificial intelligence,true,872
873,79,2011,2010,asynchronous,true,873
874,99,2003,2000,hierarchy,true,874
875,71,1992,2003,website,true,875
876,8,2011,1996,user-facing,false,876
877,33,1999,2000,directional,true,877
878,36,2005,1992,circuit,true,878
879,40,1994,1995,frame,false,879
880,78,1986,2001,human-resource,true,880
881,93,2010,2000,solution-oriented,false,881
882,1,1990,1984,architecture,true,882
883,23,2006,2003,background,false,883
884,8,2012,2010,Networked,false,884
885,98,1992,1991,high-level,true,885
886,77,2001,1995,value-added,true,886
887,58,2007,1992,Extended,true,887
888,36,2010,2001,composite,false,888
889,65,2007,1992,internet solution,true,889
890,58,1996,2005,moratorium,false,890
891,48,2002,1991,bifurcated,true,891
892,38,2006,1994,open system,false,892
893,84,1993,2006,Secured,true,893
894,60,2005,1997,Implemented,false,894
895,45,2005,2008,hub,false,895
896,95,1997,2009,Assimilated,true,896
897,68,1995,1993,Public-key,true,897
898,55,2001,1998,Extended,true,898
899,63,1993,2007,Progressive,false,899
900,29,1993,2001,Profit-focused,true,900
901,5,1993,2002,Ergonomic,false,901
902,58,1996,2007,Sharable,false,902
903,60,2011,2006,mission-critical,false,903
904,19,2006,2011,Configurable,true,904
905,63,2003,2006,Fully-configurable,false,905
906,61,1997,1997,software,false,906
907,15,2008,2012,Object-based,true,907
908,23,2005,1995,systemic,false,908
909,73,2001,2005,Horizontal,true,909
910,67,2009,2011,knowledge user,false,910
911,31,1989,2008,projection,false,911
912,70,2012,1991,cohesive,false,912
913,10,2012,1974,groupware,false,913
914,8,1993,1993,help-desk,false,914
915,36,2002,2012,functionalities,true,915
916,54,2013,2011,conglomeration,true,916
917,66,2003,1992,high-level,false,917
918,3,2003,1995,capacity,true,918
919,35,2003,2002,Compatible,true,919
920,68,1987,1992,Robust,false,920
921,5,2006,1999,Future-proofed,false,921
922,27,1991,1992,array,true,922
923,68,2002,2003,Profit-focused,true,923
924,98,2007,2008,access,true,924
925,71,1998,2007,interactive,true,925
926,23,2000,2004,system-worthy,true,926
927,85,1988,2010,motivating,false,927
928,31,2004,1987,Sharable,false,928
929,10,2010,2012,Pre-emptive,false,929
930,98,1990,2008,Re-contextualized,true,930
931,73,2005,1994,composite,true,931
932,45,2002,2003,Quality-focused,false,932
933,46,1996,2001,groupware,true,933
934,93,2000,2004,Devolved,false,934
935,1,2007,2006,even-keeled,true,935
936,79,2001,1993,next generation,false,936
937,81,1994,1994,matrices,false,937
938,97,1999,1995,fault-tolerant,false,938
939,5,2012,2011,conglomeration,true,939
940,70,1987,2011,Reduced,true,940
941,18,1998,1987,hybrid,true,941
942,80,2011,2007,Advanced,false,942
943,32,2000,2013,algorithm,true,943
944,64,1988,2008,Profit-focused,false,944
945,97,2000,2005,intermediate,false,945
946,17,1994,2009,local,false,946
947,41,2006,2005,heuristic,false,947
948,8,1995,2004,Synergized,false,948
949,84,2008,2008,fresh-thinking,true,949
950,84,2012,2010,discrete,false,950
951,79,1995,1998,Diverse,false,951
952,89,2009,2008,Reverse-engineered,true,952
953,17,2009,2011,disintermediate,false,953
954,81,2003,1992,Implemented,true,954
955,52,1996,2009,installation,true,955
956,92,2005,1989,model,true,956
957,3,2008,2004,Phased,true,957
958,49,2005,2005,matrix,false,958
959,74,2013,2008,capacity,true,959
960,12,2003,1996,maximized,true,960
961,50,2009,1990,Virtual,false,961
962,66,2004,1967,ability,false,962
963,74,2002,1997,Advanced,true,963
964,36,1987,2010,application,true,964
965,97,1987,2004,Mandatory,true,965
966,90,2011,1999,didactic,true,966
967,7,2003,2010,Decentralized,true,967
968,47,1995,2002,scalable,false,968
969,36,1991,2008,hardware,true,969
970,15,2008,2002,neutral,false,970
971,29,2008,2007,Profit-focused,false,971
972,82,2008,2004,function,false,972
973,25,2006,2008,neutral,true,973
974,3,1997,1998,stable,false,974
975,30,2007,2005,Upgradable,true,975
976,79,2010,2008,attitude,false,976
977,69,2009,2011,optimizing,true,977
978,37,1995,2004,empowering,false,978
979,11,1992,2008,forecast,false,979
980,29,2009,2000,Focused,true,980
981,63,1990,2001,non-volatile,false,981
982,71,1997,2007,dedicated,false,982
983,9,2005,1991,6th generation,true,983
984,44,1992,1998,mobile,false,984
985,82,1991,2009,6th generation,false,985
986,14,2005,1986,modular,false,986
987,88,2008,2005,Seamless,true,987
988,60,1994,1990,grid-enabled,false,988
989,70,2007,1997,product,false,989
990,90,2013,1997,Inverse,true,990
991,81,1998,1995,Reactive,false,991
992,22,1991,2002,fault-tolerant,false,992
993,48,1996,2007,strategy,false,993
994,50,2003,1993,composite,true,994
995,20,2010,2011,Up-sized,true,995
996,94,1999,2005,application,false,996
997,14,1996,2008,success,true,997
998,17,1987,2003,hub,false,998
999,91,2010,1992,Object-based,true,999
1000,57,2001,1986,Multi-channelled,true,1000
